capability_area,family,method,path,domain,action,radius,recoverability,outward_facing
help_center,Article Attachments,POST,/api/v2/help_center/articles/attachments,hc,write,record,reversible,
help_center,Article Attachments,DELETE,/api/v2/help_center/articles/attachments/{article_attachment_id},hc,delete,record,recoverable-with-effort,
help_center,Article Attachments,GET,/api/v2/help_center/articles/attachments/{article_attachment_id},hc,read,record,n/a,
help_center,Article Attachments,GET,/api/v2/help_center/articles/{article_id}/attachments,hc,read,record,n/a,
help_center,Article Attachments,POST,/api/v2/help_center/articles/{article_id}/attachments,hc,write,record,reversible,
help_center,Article Attachments,GET,/api/v2/help_center/articles/{article_id}/attachments/block,hc,read,record,n/a,
help_center,Article Attachments,GET,/api/v2/help_center/articles/{article_id}/attachments/inline,hc,read,record,n/a,
help_center,Article Attachments,GET,/api/v2/help_center/articles/{article_id}/attachments/{article_attachment_id},hc,read,record,n/a,
help_center,Article Attachments,GET,/api/v2/help_center/{locale}/articles/{article_id}/attachments,hc,read,record,n/a,
help_center,Article Attachments,GET,/api/v2/help_center/{locale}/articles/{article_id}/attachments/block,hc,read,record,n/a,
help_center,Article Attachments,GET,/api/v2/help_center/{locale}/articles/{article_id}/attachments/inline,hc,read,record,n/a,
help_center,Article Comments,GET,/api/v2/help_center/articles/{article_id}/comments,hc,read,record,n/a,
help_center,Article Comments,POST,/api/v2/help_center/articles/{article_id}/comments,hc,write,record,reversible,
help_center,Article Comments,DELETE,/api/v2/help_center/articles/{article_id}/comments/{comment_id},hc,delete,record,recoverable-with-effort,
help_center,Article Comments,GET,/api/v2/help_center/articles/{article_id}/comments/{comment_id},hc,read,record,n/a,
help_center,Article Comments,PUT,/api/v2/help_center/articles/{article_id}/comments/{comment_id},hc,write,record,reversible,
help_center,Article Comments,GET,/api/v2/help_center/users/{user_id}/comments,hc,read,record,n/a,
help_center,Article Comments,GET,/api/v2/help_center/{locale}/articles/{article_id}/comments,hc,read,record,n/a,
help_center,Article Comments,POST,/api/v2/help_center/{locale}/articles/{article_id}/comments,hc,write,record,reversible,
help_center,Article Comments,DELETE,/api/v2/help_center/{locale}/articles/{article_id}/comments/{comment_id},hc,delete,record,recoverable-with-effort,
help_center,Article Comments,GET,/api/v2/help_center/{locale}/articles/{article_id}/comments/{comment_id},hc,read,record,n/a,
help_center,Article Comments,PUT,/api/v2/help_center/{locale}/articles/{article_id}/comments/{comment_id},hc,write,record,reversible,
help_center,Article Labels,GET,/api/v2/help_center/articles/labels,hc,read,record,n/a,
help_center,Article Labels,DELETE,/api/v2/help_center/articles/labels/{label_id},hc,delete,record,recoverable-with-effort,
help_center,Article Labels,GET,/api/v2/help_center/articles/labels/{label_id},hc,read,record,n/a,
help_center,Article Labels,GET,/api/v2/help_center/articles/{article_id}/labels,hc,read,record,n/a,
help_center,Article Labels,POST,/api/v2/help_center/articles/{article_id}/labels,hc,write,record,reversible,
help_center,Article Labels,DELETE,/api/v2/help_center/articles/{article_id}/labels/{label_id},hc,delete,record,recoverable-with-effort,
help_center,Article Labels,GET,/api/v2/help_center/{locale}/articles/{article_id}/labels,hc,read,record,n/a,
help_center,Article Labels,POST,/api/v2/help_center/{locale}/articles/{article_id}/labels,hc,write,record,reversible,
help_center,Article Labels,DELETE,/api/v2/help_center/{locale}/articles/{article_id}/labels/{label_id},hc,delete,record,recoverable-with-effort,
help_center,Articles,GET,/api/v2/help_center/articles,hc,read,record,n/a,
help_center,Articles,DELETE,/api/v2/help_center/articles/{article_id},hc,delete,record,recoverable-with-effort,
help_center,Articles,GET,/api/v2/help_center/articles/{article_id},hc,read,record,n/a,
help_center,Articles,PUT,/api/v2/help_center/articles/{article_id},hc,write,record,reversible,
help_center,Articles,POST,/api/v2/help_center/articles/{article_id}/bulk_attachments,hc,write,bulk,reversible,
help_center,Articles,PUT,/api/v2/help_center/articles/{article_id}/source_locale,hc,write,record,reversible,
help_center,Articles,GET,/api/v2/help_center/categories/{category_id}/articles,hc,read,record,n/a,
help_center,Articles,GET,/api/v2/help_center/incremental/articles,hc,read,record,n/a,
help_center,Articles,GET,/api/v2/help_center/sections/{section_id}/articles,hc,read,record,n/a,
help_center,Articles,POST,/api/v2/help_center/sections/{section_id}/articles,hc,write,record,reversible,
help_center,Articles,GET,/api/v2/help_center/users/{user_id}/articles,hc,read,record,n/a,
help_center,Articles,GET,/api/v2/help_center/{locale}/articles,hc,read,record,n/a,
help_center,Articles,DELETE,/api/v2/help_center/{locale}/articles/{article_id},hc,delete,record,recoverable-with-effort,
help_center,Articles,GET,/api/v2/help_center/{locale}/articles/{article_id},hc,read,record,n/a,
help_center,Articles,PUT,/api/v2/help_center/{locale}/articles/{article_id},hc,write,record,reversible,
help_center,Articles,POST,/api/v2/help_center/{locale}/articles/{article_id}/bulk_attachments,hc,write,bulk,reversible,
help_center,Articles,PUT,/api/v2/help_center/{locale}/articles/{article_id}/source_locale,hc,write,record,reversible,
help_center,Articles,GET,/api/v2/help_center/{locale}/categories/{category_id}/articles,hc,read,record,n/a,
help_center,Articles,GET,/api/v2/help_center/{locale}/sections/{section_id}/articles,hc,read,record,n/a,
help_center,Articles,POST,/api/v2/help_center/{locale}/sections/{section_id}/articles,hc,write,record,reversible,
help_center,Categories,GET,/api/v2/help_center/categories,hc,read,record,n/a,
help_center,Categories,POST,/api/v2/help_center/categories,hc,write,record,reversible,
help_center,Categories,DELETE,/api/v2/help_center/categories/{category_id},hc,delete,record,recoverable-with-effort,
help_center,Categories,GET,/api/v2/help_center/categories/{category_id},hc,read,record,n/a,
help_center,Categories,PUT,/api/v2/help_center/categories/{category_id},hc,write,record,reversible,
help_center,Categories,PUT,/api/v2/help_center/categories/{category_id}/source_locale,hc,write,record,reversible,
help_center,Categories,GET,/api/v2/help_center/{locale}/categories,hc,read,record,n/a,
help_center,Categories,POST,/api/v2/help_center/{locale}/categories,hc,write,record,reversible,
help_center,Categories,DELETE,/api/v2/help_center/{locale}/categories/{category_id},hc,delete,record,recoverable-with-effort,
help_center,Categories,GET,/api/v2/help_center/{locale}/categories/{category_id},hc,read,record,n/a,
help_center,Categories,PUT,/api/v2/help_center/{locale}/categories/{category_id},hc,write,record,reversible,
help_center,Categories,PUT,/api/v2/help_center/{locale}/categories/{category_id}/source_locale,hc,write,record,reversible,
help_center,Content Subscriptions,GET,/api/v2/community/posts/{post_id}/subscriptions,hc,read,record,n/a,
help_center,Content Subscriptions,POST,/api/v2/community/posts/{post_id}/subscriptions,hc,write,record,reversible,
help_center,Content Subscriptions,DELETE,/api/v2/community/posts/{post_id}/subscriptions/{subscription_id},hc,delete,record,recoverable-with-effort,
help_center,Content Subscriptions,GET,/api/v2/community/posts/{post_id}/subscriptions/{subscription_id},hc,read,record,n/a,
help_center,Content Subscriptions,GET,/api/v2/community/topics/{topic_id}/subscriptions,hc,read,record,n/a,
help_center,Content Subscriptions,POST,/api/v2/community/topics/{topic_id}/subscriptions,hc,write,record,reversible,
help_center,Content Subscriptions,DELETE,/api/v2/community/topics/{topic_id}/subscriptions/{subscription_id},hc,delete,record,recoverable-with-effort,
help_center,Content Subscriptions,GET,/api/v2/community/topics/{topic_id}/subscriptions/{subscription_id},hc,read,record,n/a,
help_center,Content Subscriptions,PUT,/api/v2/community/topics/{topic_id}/subscriptions/{subscription_id},hc,write,record,reversible,
help_center,Content Subscriptions,GET,/api/v2/help_center/articles/{article_id}/subscriptions,hc,read,record,n/a,
help_center,Content Subscriptions,POST,/api/v2/help_center/articles/{article_id}/subscriptions,hc,write,record,reversible,
help_center,Content Subscriptions,DELETE,/api/v2/help_center/articles/{article_id}/subscriptions/{subscription_id},hc,delete,record,recoverable-with-effort,
help_center,Content Subscriptions,GET,/api/v2/help_center/articles/{article_id}/subscriptions/{subscription_id},hc,read,record,n/a,
help_center,Content Subscriptions,GET,/api/v2/help_center/sections/{section_id}/subscriptions,hc,read,record,n/a,
help_center,Content Subscriptions,POST,/api/v2/help_center/sections/{section_id}/subscriptions,hc,write,record,reversible,
help_center,Content Subscriptions,DELETE,/api/v2/help_center/sections/{section_id}/subscriptions/{subscription_id},hc,delete,record,recoverable-with-effort,
help_center,Content Subscriptions,GET,/api/v2/help_center/sections/{section_id}/subscriptions/{subscription_id},hc,read,record,n/a,
help_center,Content Subscriptions,GET,/api/v2/help_center/users/{user_id}/subscriptions,hc,read,record,n/a,
help_center,Content Subscriptions,GET,/api/v2/help_center/{locale}/articles/{article_id}/subscriptions,hc,read,record,n/a,
help_center,Content Subscriptions,POST,/api/v2/help_center/{locale}/articles/{article_id}/subscriptions,hc,write,record,reversible,
help_center,Content Subscriptions,DELETE,/api/v2/help_center/{locale}/articles/{article_id}/subscriptions/{subscription_id},hc,delete,record,recoverable-with-effort,
help_center,Content Subscriptions,GET,/api/v2/help_center/{locale}/articles/{article_id}/subscriptions/{subscription_id},hc,read,record,n/a,
help_center,Content Subscriptions,GET,/api/v2/help_center/{locale}/sections/{section_id}/subscriptions,hc,read,record,n/a,
help_center,Content Subscriptions,POST,/api/v2/help_center/{locale}/sections/{section_id}/subscriptions,hc,write,record,reversible,
help_center,Content Subscriptions,DELETE,/api/v2/help_center/{locale}/sections/{section_id}/subscriptions/{subscription_id},hc,delete,record,recoverable-with-effort,
help_center,Content Subscriptions,GET,/api/v2/help_center/{locale}/sections/{section_id}/subscriptions/{subscription_id},hc,read,record,n/a,
help_center,Help Center Search,GET,/api/v2/guide/search,hc,read,record,n/a,
help_center,Help Center Search,GET,/api/v2/help_center/articles/embeddable_search,hc,read,record,n/a,
help_center,Help Center Search,GET,/api/v2/help_center/articles/search,hc,read,record,n/a,
help_center,Help Center Search,GET,/api/v2/help_center/community_posts/search,hc,read,record,n/a,
help_center,Help Center Search,GET,/api/v2/help_center/deflection/suggestions,hc,read,record,n/a,
help_center,Help Center Search,GET,/hc/api/v2/articles/featured,hc,read,record,n/a,
help_center,Help Center Sessions,GET,/api/v2/help_center/sessions,hc,read,record,n/a,
help_center,Post Comments,GET,/api/v2/community/posts/{post_id}/comments,hc,read,record,n/a,
help_center,Post Comments,POST,/api/v2/community/posts/{post_id}/comments,hc,write,record,reversible,
help_center,Post Comments,DELETE,/api/v2/community/posts/{post_id}/comments/{post_comment_id},hc,delete,record,recoverable-with-effort,
help_center,Post Comments,GET,/api/v2/community/posts/{post_id}/comments/{post_comment_id},hc,read,record,n/a,
help_center,Post Comments,PUT,/api/v2/community/posts/{post_id}/comments/{post_comment_id},hc,write,record,reversible,
help_center,Post Comments,GET,/api/v2/community/users/{user_id}/comments,hc,read,record,n/a,
help_center,Post Comments,GET,/api/v2/help_center/{locale}/community/posts/{post_id}/comments/{post_comment_id},hc,read,record,n/a,
help_center,Posts,GET,/api/v2/community/posts,hc,read,record,n/a,
help_center,Posts,POST,/api/v2/community/posts,hc,write,record,reversible,
help_center,Posts,DELETE,/api/v2/community/posts/{post_id},hc,delete,record,recoverable-with-effort,
help_center,Posts,GET,/api/v2/community/posts/{post_id},hc,read,record,n/a,
help_center,Posts,PUT,/api/v2/community/posts/{post_id},hc,write,record,reversible,
help_center,Posts,GET,/api/v2/community/topics/{topic_id}/posts,hc,read,record,n/a,
help_center,Posts,GET,/api/v2/community/users/{user_id}/posts,hc,read,record,n/a,
help_center,Sections,GET,/api/v2/help_center/categories/{category_id}/sections,hc,read,record,n/a,
help_center,Sections,POST,/api/v2/help_center/categories/{category_id}/sections,hc,write,record,reversible,
help_center,Sections,GET,/api/v2/help_center/sections,hc,read,record,n/a,
help_center,Sections,DELETE,/api/v2/help_center/sections/{section_id},hc,delete,record,recoverable-with-effort,
help_center,Sections,GET,/api/v2/help_center/sections/{section_id},hc,read,record,n/a,
help_center,Sections,PUT,/api/v2/help_center/sections/{section_id},hc,write,record,reversible,
help_center,Sections,PUT,/api/v2/help_center/sections/{section_id}/source_locale,hc,write,record,reversible,
help_center,Sections,GET,/api/v2/help_center/{locale}/categories/{category_id}/sections,hc,read,record,n/a,
help_center,Sections,POST,/api/v2/help_center/{locale}/categories/{category_id}/sections,hc,write,record,reversible,
help_center,Sections,GET,/api/v2/help_center/{locale}/sections,hc,read,record,n/a,
help_center,Sections,DELETE,/api/v2/help_center/{locale}/sections/{section_id},hc,delete,record,recoverable-with-effort,
help_center,Sections,GET,/api/v2/help_center/{locale}/sections/{section_id},hc,read,record,n/a,
help_center,Sections,PUT,/api/v2/help_center/{locale}/sections/{section_id},hc,write,record,reversible,
help_center,Sections,PUT,/api/v2/help_center/{locale}/sections/{section_id}/source_locale,hc,write,record,reversible,
help_center,Service Catalog Items,GET,/api/v2/help_center/service_catalog/items,hc,read,record,n/a,
help_center,Service Catalog Items,GET,/api/v2/help_center/service_catalog/items/search,hc,read,record,n/a,
help_center,Service Catalog Items,GET,/api/v2/help_center/service_catalog/items/{item_id},hc,read,record,n/a,
help_center,Topics,GET,/api/v2/community/topics,hc,read,record,n/a,
help_center,Topics,POST,/api/v2/community/topics,hc,write,record,reversible,
help_center,Topics,DELETE,/api/v2/community/topics/{topic_id},hc,delete,record,recoverable-with-effort,
help_center,Topics,GET,/api/v2/community/topics/{topic_id},hc,read,record,n/a,
help_center,Topics,PUT,/api/v2/community/topics/{topic_id},hc,write,record,reversible,
help_center,Translations,GET,/api/v2/help_center/articles/{article_id}/translations,hc,read,config,n/a,
help_center,Translations,POST,/api/v2/help_center/articles/{article_id}/translations,hc,write,config,reversible,
help_center,Translations,GET,/api/v2/help_center/articles/{article_id}/translations/missing,hc,read,config,n/a,
help_center,Translations,GET,/api/v2/help_center/articles/{article_id}/translations/{locale},hc,read,config,n/a,
help_center,Translations,PUT,/api/v2/help_center/articles/{article_id}/translations/{locale},hc,write,config,reversible,
help_center,Translations,GET,/api/v2/help_center/categories/{category_id}/translations,hc,read,config,n/a,
help_center,Translations,POST,/api/v2/help_center/categories/{category_id}/translations,hc,write,config,reversible,
help_center,Translations,GET,/api/v2/help_center/categories/{category_id}/translations/missing,hc,read,config,n/a,
help_center,Translations,GET,/api/v2/help_center/categories/{category_id}/translations/{locale},hc,read,config,n/a,
help_center,Translations,PUT,/api/v2/help_center/categories/{category_id}/translations/{locale},hc,write,config,reversible,
help_center,Translations,GET,/api/v2/help_center/locales,hc,read,record,n/a,
help_center,Translations,GET,/api/v2/help_center/sections/{section_id}/translations,hc,read,config,n/a,
help_center,Translations,POST,/api/v2/help_center/sections/{section_id}/translations,hc,write,config,reversible,
help_center,Translations,GET,/api/v2/help_center/sections/{section_id}/translations/missing,hc,read,config,n/a,
help_center,Translations,GET,/api/v2/help_center/sections/{section_id}/translations/{locale},hc,read,config,n/a,
help_center,Translations,PUT,/api/v2/help_center/sections/{section_id}/translations/{locale},hc,write,config,reversible,
help_center,Translations,DELETE,/api/v2/help_center/translations/{translation_id},hc,delete,config,recoverable-with-effort,
help_center,User Images,POST,/api/v2/guide/user_images,hc,write,record,reversible,
help_center,User Images,POST,/api/v2/guide/user_images/uploads,hc,write,record,reversible,
help_center,User Segments,GET,/api/v2/help_center/user_segments,hc,read,record,n/a,
help_center,User Segments,POST,/api/v2/help_center/user_segments,hc,write,record,reversible,
help_center,User Segments,GET,/api/v2/help_center/user_segments/applicable,hc,read,record,n/a,
help_center,User Segments,DELETE,/api/v2/help_center/user_segments/{user_segment_id},hc,delete,record,recoverable-with-effort,
help_center,User Segments,GET,/api/v2/help_center/user_segments/{user_segment_id},hc,read,record,n/a,
help_center,User Segments,PUT,/api/v2/help_center/user_segments/{user_segment_id},hc,write,record,reversible,
help_center,User Segments,GET,/api/v2/help_center/user_segments/{user_segment_id}/sections,hc,read,record,n/a,
help_center,User Segments,GET,/api/v2/help_center/user_segments/{user_segment_id}/topics,hc,read,record,n/a,
help_center,User Segments,GET,/api/v2/help_center/users/{user_id}/user_segments,hc,read,record,n/a,
help_center,User Subscriptions,GET,/api/v2/help_center/users/{user_id}/user_subscriptions,hc,read,record,n/a,
help_center,User Subscriptions,POST,/api/v2/help_center/users/{user_id}/user_subscriptions,hc,write,record,reversible,
help_center,User Subscriptions,DELETE,/api/v2/help_center/users/{user_id}/user_subscriptions/{subscription_id},hc,delete,record,recoverable-with-effort,
help_center,Votes,POST,/api/v2/community/posts/{post_id}/comments/{comment_id}/down,hc,write,record,reversible,
help_center,Votes,POST,/api/v2/community/posts/{post_id}/comments/{comment_id}/up,hc,write,record,reversible,
help_center,Votes,GET,/api/v2/community/posts/{post_id}/comments/{comment_id}/votes,hc,read,record,n/a,
help_center,Votes,POST,/api/v2/community/posts/{post_id}/down,hc,write,record,reversible,
help_center,Votes,POST,/api/v2/community/posts/{post_id}/up,hc,write,record,reversible,
help_center,Votes,GET,/api/v2/community/posts/{post_id}/votes,hc,read,record,n/a,
help_center,Votes,POST,/api/v2/help_center/articles/{article_id}/comments/{comment_id}/down,hc,write,record,reversible,
help_center,Votes,POST,/api/v2/help_center/articles/{article_id}/comments/{comment_id}/up,hc,write,record,reversible,
help_center,Votes,GET,/api/v2/help_center/articles/{article_id}/comments/{comment_id}/votes,hc,read,record,n/a,
help_center,Votes,POST,/api/v2/help_center/articles/{article_id}/down,hc,write,record,reversible,
help_center,Votes,POST,/api/v2/help_center/articles/{article_id}/up,hc,write,record,reversible,
help_center,Votes,GET,/api/v2/help_center/articles/{article_id}/votes,hc,read,record,n/a,
help_center,Votes,GET,/api/v2/help_center/users/{user_id}/votes,hc,read,record,n/a,
help_center,Votes,GET,/api/v2/help_center/votes,hc,read,record,n/a,
help_center,Votes,DELETE,/api/v2/help_center/votes/{vote_id},hc,delete,record,recoverable-with-effort,
help_center,Votes,GET,/api/v2/help_center/votes/{vote_id},hc,read,record,n/a,
help_center,Votes,GET,/api/v2/help_center/{locale}/articles/{article_id}/comments/{comment_id}/votes,hc,read,record,n/a,
help_center,Votes,POST,/api/v2/help_center/{locale}/articles/{article_id}/up,hc,write,record,reversible,
help_center,Votes,GET,/api/v2/help_center/{locale}/articles/{article_id}/votes,hc,read,record,n/a,
ticketing,API Tokens,GET,/api/v2/api_tokens,ticket,read,record,n/a,
ticketing,API Tokens,POST,/api/v2/api_tokens,ticket,write,record,reversible,
ticketing,API Tokens,DELETE,/api/v2/api_tokens/{id},ticket,delete,record,recoverable-with-effort,
ticketing,API Tokens,PUT,/api/v2/api_tokens/{id},ticket,write,record,reversible,
ticketing,Account Settings,GET,/api/v2/account/email_settings,ticket,read,record,n/a,
ticketing,Account Settings,PUT,/api/v2/account/email_settings,ticket,write,record,reversible,
ticketing,Account Settings,GET,/api/v2/account/settings,admin,read,config,n/a,
ticketing,Account Settings,PUT,/api/v2/account/settings,admin,write,config,reversible,
ticketing,Activity Stream,GET,/api/v2/activities,ticket,read,record,n/a,
ticketing,Activity Stream,GET,/api/v2/activities/count,ticket,read,record,n/a,
ticketing,Activity Stream,GET,/api/v2/activities/{activity_id},ticket,read,record,n/a,
ticketing,Approval Requests,GET,/api/v2/approval_requests,ticket,read,record,n/a,
ticketing,Approval Requests,POST,/api/v2/approval_requests,ticket,write,record,reversible,
ticketing,Attachments,DELETE,/api/v2/attachments/{attachment_id},ticket,delete,record,recoverable-with-effort,
ticketing,Attachments,GET,/api/v2/attachments/{attachment_id},ticket,read,record,n/a,
ticketing,Attachments,PUT,/api/v2/attachments/{attachment_id},ticket,write,record,reversible,
ticketing,Attachments,PUT,/api/v2/tickets/{ticket_id}/comments/{comment_id}/attachments/{attachment_id}/redact,ticket,write,record,reversible,
ticketing,Attachments,POST,/api/v2/uploads,ticket,write,record,reversible,
ticketing,Attachments,DELETE,/api/v2/uploads/{token},ticket,delete,record,recoverable-with-effort,
ticketing,Audit Logs,GET,/api/v2/audit_logs,ticket,read,record,n/a,
ticketing,Audit Logs,POST,/api/v2/audit_logs/export,ticket,write,record,reversible,
ticketing,Audit Logs,GET,/api/v2/audit_logs/{audit_log_id},ticket,read,record,n/a,
ticketing,Automations,GET,/api/v2/automations,admin,read,config,n/a,
ticketing,Automations,POST,/api/v2/automations,admin,write,config,reversible,
ticketing,Automations,GET,/api/v2/automations/active,admin,read,config,n/a,
ticketing,Automations,DELETE,/api/v2/automations/destroy_many,admin,delete,config,recoverable-with-effort,
ticketing,Automations,GET,/api/v2/automations/search,admin,read,config,n/a,
ticketing,Automations,PUT,/api/v2/automations/update_many,admin,write,config,reversible,
ticketing,Automations,DELETE,/api/v2/automations/{automation_id},admin,delete,config,recoverable-with-effort,
ticketing,Automations,GET,/api/v2/automations/{automation_id},admin,read,config,n/a,
ticketing,Automations,PUT,/api/v2/automations/{automation_id},admin,write,config,reversible,
ticketing,Basics,POST,/api/v2/channels/voice/agents/{agent_id}/tickets/{ticket_id}/display,ticket,write,record,reversible,
ticketing,Basics,POST,/api/v2/channels/voice/agents/{agent_id}/users/{user_id}/display,people,write,record,reversible,
ticketing,Basics,POST,/api/v2/channels/voice/tickets,ticket,write,record,reversible,
ticketing,Bookmarks,GET,/api/v2/bookmarks,ticket,read,record,n/a,
ticketing,Bookmarks,POST,/api/v2/bookmarks,ticket,write,record,reversible,
ticketing,Bookmarks,DELETE,/api/v2/bookmarks/{bookmark_id},ticket,delete,record,recoverable-with-effort,
ticketing,Brand Agents,GET,/api/v2/brand_agents,admin,read,config,n/a,
ticketing,Brand Agents,DELETE,/api/v2/brand_agents/{brand_agent_id},admin,delete,config,recoverable-with-effort,
ticketing,Brand Agents,GET,/api/v2/brand_agents/{brand_agent_id},admin,read,config,n/a,
ticketing,Brand Agents,GET,/api/v2/brands/{brand_id}/agents,admin,read,config,n/a,
ticketing,Brand Agents,GET,/api/v2/users/{user_id}/brand_agents,admin,read,config,n/a,
ticketing,Brand Agents,GET,/api/v2/users/{user_id}/brand_agents/{brand_agent_id},admin,read,config,n/a,
ticketing,Brands,GET,/api/v2/brands,admin,read,config,n/a,
ticketing,Brands,POST,/api/v2/brands,admin,write,config,reversible,
ticketing,Brands,GET,/api/v2/brands/check_host_mapping,admin,read,config,n/a,
ticketing,Brands,DELETE,/api/v2/brands/{brand_id},admin,delete,config,recoverable-with-effort,
ticketing,Brands,GET,/api/v2/brands/{brand_id},admin,read,config,n/a,
ticketing,Brands,PUT,/api/v2/brands/{brand_id},admin,write,config,reversible,
ticketing,Brands,GET,/api/v2/brands/{brand_id}/check_host_mapping,admin,read,config,n/a,
ticketing,Brands,DELETE,/api/v2/brands/{brand_id}/logo,admin,delete,config,recoverable-with-effort,
ticketing,Brands,PUT,/api/v2/brands/{brand_id}/logo,admin,write,config,reversible,
ticketing,Channel Framework,POST,/api/v2/any_channel/channelback/report_error,ticket,write,record,reversible,
ticketing,Channel Framework,POST,/api/v2/any_channel/push,ticket,write,record,reversible,
ticketing,Channel Framework,POST,/api/v2/any_channel/validate_token,ticket,write,record,reversible,
ticketing,Conversation Log,GET,/api/v2/tickets/{ticket_id}/conversation_log,ticket,read,record,n/a,
ticketing,Countries,GET,/api/v2/countries.json,ticket,read,record,n/a,
ticketing,Countries,GET,/api/v2/countries/{id}.json,ticket,read,record,n/a,
ticketing,Custom Object Fields,GET,/api/v2/custom_objects/{custom_object_key}/fields,ticket,read,record,n/a,
ticketing,Custom Object Fields,POST,/api/v2/custom_objects/{custom_object_key}/fields,ticket,write,record,reversible,
ticketing,Custom Object Fields,PUT,/api/v2/custom_objects/{custom_object_key}/fields/reorder,ticket,write,record,reversible,
ticketing,Custom Object Fields,DELETE,/api/v2/custom_objects/{custom_object_key}/fields/{custom_object_field_key_or_id},ticket,delete,record,recoverable-with-effort,
ticketing,Custom Object Fields,GET,/api/v2/custom_objects/{custom_object_key}/fields/{custom_object_field_key_or_id},ticket,read,record,n/a,
ticketing,Custom Object Fields,PATCH,/api/v2/custom_objects/{custom_object_key}/fields/{custom_object_field_key_or_id},ticket,write,record,reversible,
ticketing,Custom Object Fields,GET,/api/v2/custom_objects/{custom_object_key}/limits/field_limit,ticket,read,record,n/a,
ticketing,Custom Object Permissions,GET,/api/v2/custom_objects/{custom_object_key}/access_rules,ticket,read,record,n/a,
ticketing,Custom Object Permissions,POST,/api/v2/custom_objects/{custom_object_key}/access_rules,ticket,write,record,reversible,
ticketing,Custom Object Permissions,GET,/api/v2/custom_objects/{custom_object_key}/access_rules/definitions,ticket,read,record,n/a,
ticketing,Custom Object Permissions,DELETE,/api/v2/custom_objects/{custom_object_key}/access_rules/{id},ticket,delete,record,recoverable-with-effort,
ticketing,Custom Object Permissions,GET,/api/v2/custom_objects/{custom_object_key}/access_rules/{id},ticket,read,record,n/a,
ticketing,Custom Object Permissions,PATCH,/api/v2/custom_objects/{custom_object_key}/access_rules/{id},ticket,write,record,reversible,
ticketing,Custom Object Permissions,GET,/api/v2/custom_objects/{custom_object_key}/permission_policies,admin,read,config,n/a,
ticketing,Custom Object Permissions,GET,/api/v2/custom_objects/{custom_object_key}/permission_policies/{id},admin,read,config,n/a,
ticketing,Custom Object Permissions,PATCH,/api/v2/custom_objects/{custom_object_key}/permission_policies/{id},admin,write,config,reversible,
ticketing,Custom Object Record Attachments,GET,/api/v2/custom_objects/{custom_object_key}/records/{record_id}/attachments,ticket,read,record,n/a,
ticketing,Custom Object Record Attachments,POST,/api/v2/custom_objects/{custom_object_key}/records/{record_id}/attachments,ticket,write,record,reversible,
ticketing,Custom Object Record Attachments,DELETE,/api/v2/custom_objects/{custom_object_key}/records/{record_id}/attachments/{id},ticket,delete,record,recoverable-with-effort,
ticketing,Custom Object Record Attachments,PUT,/api/v2/custom_objects/{custom_object_key}/records/{record_id}/attachments/{id},ticket,write,record,reversible,
ticketing,Custom Object Record Attachments,GET,/api/v2/custom_objects/{custom_object_key}/records/{record_id}/attachments/{id}/download,ticket,read,record,n/a,
ticketing,Custom Object Records,GET,/api/v2/custom_objects/limits/record_limit,ticket,read,record,n/a,
ticketing,Custom Object Records,POST,/api/v2/custom_objects/{custom_object_key}/jobs,ticket,write,record,reversible,
ticketing,Custom Object Records,DELETE,/api/v2/custom_objects/{custom_object_key}/records,ticket,delete,record,recoverable-with-effort,
ticketing,Custom Object Records,GET,/api/v2/custom_objects/{custom_object_key}/records,ticket,read,record,n/a,
ticketing,Custom Object Records,PATCH,/api/v2/custom_objects/{custom_object_key}/records,ticket,write,record,reversible,
ticketing,Custom Object Records,POST,/api/v2/custom_objects/{custom_object_key}/records,ticket,write,record,reversible,
ticketing,Custom Object Records,GET,/api/v2/custom_objects/{custom_object_key}/records/autocomplete,ticket,read,record,n/a,
ticketing,Custom Object Records,GET,/api/v2/custom_objects/{custom_object_key}/records/count,ticket,read,record,n/a,
ticketing,Custom Object Records,GET,/api/v2/custom_objects/{custom_object_key}/records/search,ticket,read,record,n/a,
ticketing,Custom Object Records,POST,/api/v2/custom_objects/{custom_object_key}/records/search,ticket,write,record,reversible,
ticketing,Custom Object Records,DELETE,/api/v2/custom_objects/{custom_object_key}/records/{custom_object_record_id},ticket,delete,record,recoverable-with-effort,
ticketing,Custom Object Records,GET,/api/v2/custom_objects/{custom_object_key}/records/{custom_object_record_id},ticket,read,record,n/a,
ticketing,Custom Object Records,PATCH,/api/v2/custom_objects/{custom_object_key}/records/{custom_object_record_id},ticket,write,record,reversible,
ticketing,Custom Object Records,GET,/api/v2/incremental/custom_objects/{custom_object_key}/cursor,ticket,read,record,n/a,
ticketing,Custom Objects,GET,/api/v2/custom_objects,ticket,read,record,n/a,
ticketing,Custom Objects,POST,/api/v2/custom_objects,ticket,write,record,reversible,
ticketing,Custom Objects,GET,/api/v2/custom_objects/limits/object_limit,ticket,read,record,n/a,
ticketing,Custom Objects,DELETE,/api/v2/custom_objects/{custom_object_key},ticket,delete,record,recoverable-with-effort,
ticketing,Custom Objects,GET,/api/v2/custom_objects/{custom_object_key},ticket,read,record,n/a,
ticketing,Custom Objects,PATCH,/api/v2/custom_objects/{custom_object_key},ticket,write,record,reversible,
ticketing,Custom Roles,GET,/api/v2/custom_roles,admin,read,config,n/a,
