capability,family,method,path,operation_id,summary,paging,deprecated,sideload
ticketing,Trigger Categories,GET,/api/v2/trigger_categories,ListTriggerCategories,List Ticket Trigger Categories,offset,,yes
ticketing,Trigger Categories,POST,/api/v2/trigger_categories,CreateTriggerCategory,Create Ticket Trigger Category,,,
ticketing,Trigger Categories,POST,/api/v2/trigger_categories/jobs,BatchOperateTriggerCategories,Create Batch Job for Ticket Trigger Categories,,,
ticketing,Trigger Categories,DELETE,/api/v2/trigger_categories/{trigger_category_id},DeleteTriggerCategory,Delete Ticket Trigger Category,,,
ticketing,Trigger Categories,GET,/api/v2/trigger_categories/{trigger_category_id},ShowTriggerCategoryById,Show Ticket Trigger Category,,,
ticketing,Trigger Categories,PATCH,/api/v2/trigger_categories/{trigger_category_id},UpdateTriggerCategory,Update Ticket Trigger Category,,,
ticketing,Triggers,GET,/api/v2/triggers,ListTriggers,List Ticket Triggers,dual,,yes
ticketing,Triggers,POST,/api/v2/triggers,CreateTrigger,Create Trigger,,,
ticketing,Triggers,GET,/api/v2/triggers/active,ListActiveTriggers,List Active Ticket Triggers,,,
ticketing,Triggers,GET,/api/v2/triggers/definitions,ListTriggerActionConditionDefinitions,List Ticket Trigger Action and Condition Definitions,,,
ticketing,Triggers,DELETE,/api/v2/triggers/destroy_many,DeleteManyTriggers,Bulk Delete Ticket Triggers,,,
ticketing,Triggers,GET,/api/v2/triggers/limits,ShowTriggerLimits,Show Ticket Trigger Limits,,,
ticketing,Triggers,PUT,/api/v2/triggers/reorder,ReorderTriggers,Reorder Ticket Triggers,,,
ticketing,Triggers,GET,/api/v2/triggers/search,SearchTriggers,Search Ticket Triggers,,,
ticketing,Triggers,PUT,/api/v2/triggers/update_many,UpdateManyTriggers,Update Many Ticket Triggers,,,
ticketing,Triggers,POST,/api/v2/triggers/validate,ValidateTrigger,Validate Ticket Trigger,,,
ticketing,Triggers,DELETE,/api/v2/triggers/{trigger_id},DeleteTrigger,Delete Ticket Trigger,,,
ticketing,Triggers,GET,/api/v2/triggers/{trigger_id},GetTrigger,Show Ticket Trigger,,,
ticketing,Triggers,PUT,/api/v2/triggers/{trigger_id},UpdateTrigger,Update Ticket Trigger,,,
ticketing,Triggers,GET,/api/v2/triggers/{trigger_id}/revisions,ListTriggerRevisions,List Ticket Trigger Revisions,,,
ticketing,Triggers,GET,/api/v2/triggers/{trigger_id}/revisions/{trigger_revision_id},TriggerRevision,Show Ticket Trigger Revision,,,
ticketing,User Fields,GET,/api/v2/user_fields,ListUserFields,List User Fields,cursor,,
ticketing,User Fields,POST,/api/v2/user_fields,CreateUserField,Create User Field,,,
ticketing,User Fields,PUT,/api/v2/user_fields/reorder,ReorderUserField,Reorder User Field,,,
ticketing,User Fields,GET,/api/v2/user_fields/show_many,ShowManyUserFields,Show Many User Fields,,,
ticketing,User Fields,DELETE,/api/v2/user_fields/{user_field_id},DeleteUserField,Delete User Field,,,
ticketing,User Fields,GET,/api/v2/user_fields/{user_field_id},ShowUserField,Show User Field,,,
ticketing,User Fields,PUT,/api/v2/user_fields/{user_field_id},UpdateUserField,Update User Field,,,
ticketing,User Fields,GET,/api/v2/user_fields/{user_field_id}/options,ListUserFieldOptions,List User Field Options,,,
ticketing,User Fields,POST,/api/v2/user_fields/{user_field_id}/options,CreateOrUpdateUserFieldOption,Create or Update a User Field Option,,,
ticketing,User Fields,DELETE,/api/v2/user_fields/{user_field_id}/options/{user_field_option_id},DeleteUserFieldOption,Delete User Field Option,,,
ticketing,User Fields,GET,/api/v2/user_fields/{user_field_id}/options/{user_field_option_id},ShowUserFieldOption,Show a User Field Option,,,
ticketing,User Identities,GET,/api/v2/end_users/{user_id}/identities,ListEndUserIdentities,List End User Identities,,,
ticketing,User Identities,POST,/api/v2/end_users/{user_id}/identities,CreateEndUserIdentity,Create End User Identity,,,
ticketing,User Identities,DELETE,/api/v2/end_users/{user_id}/identities/{user_identity_id},DeleteEndUserIdentity,Delete End User Identity,,,
ticketing,User Identities,GET,/api/v2/end_users/{user_id}/identities/{user_identity_id},ShowEndUserIdentity,Show End User Identity,,,
ticketing,User Identities,PUT,/api/v2/end_users/{user_id}/identities/{user_identity_id}/make_primary,MakeEndUserIdentityPrimary,Make End User Identity Primary,,,
ticketing,User Identities,PUT,/api/v2/end_users/{user_id}/identities/{user_identity_id}/request_verification,RequestEndUserVerification,Request End User Verification,,,
ticketing,User Identities,GET,/api/v2/users/{user_id}/identities,ListUserIdentities,List Identities,cursor,,
ticketing,User Identities,POST,/api/v2/users/{user_id}/identities,CreateUserIdentity,Create Identity,,,
ticketing,User Identities,DELETE,/api/v2/users/{user_id}/identities/{user_identity_id},DeleteUserIdentity,Delete Identity,,,
ticketing,User Identities,GET,/api/v2/users/{user_id}/identities/{user_identity_id},ShowUserIdentity,Show Identity,,,
ticketing,User Identities,PUT,/api/v2/users/{user_id}/identities/{user_identity_id},UpdateUserIdentity,Update Identity,,,
ticketing,User Identities,PUT,/api/v2/users/{user_id}/identities/{user_identity_id}/make_primary,MakeUserIdentityPrimary,Make Identity Primary,,,
ticketing,User Identities,PUT,/api/v2/users/{user_id}/identities/{user_identity_id}/request_verification,RequestUserVerification,Request User Verification,,,
ticketing,User Identities,PUT,/api/v2/users/{user_id}/identities/{user_identity_id}/verify,VerifyUserIdentity,Verify Identity,,,
ticketing,User Passwords,POST,/api/v2/users/{user_id}/password,SetUserPassword,Set a User's Password,,,
ticketing,User Passwords,PUT,/api/v2/users/{user_id}/password,ChangeOwnPassword,Change Your Password,,,
ticketing,User Passwords,GET,/api/v2/users/{user_id}/password/requirements,GetUserPasswordRequirements,List password requirements,,,
ticketing,Users,GET,/api/v2/deleted_users,ListDeletedUsers,List Deleted Users,dual,,
ticketing,Users,GET,/api/v2/deleted_users/count,CountDeletedUsers,Count Deleted Users,,,
ticketing,Users,DELETE,/api/v2/deleted_users/{deleted_user_id},PermanentlyDeleteUser,Permanently Delete User,,,
ticketing,Users,GET,/api/v2/deleted_users/{deleted_user_id},ShowDeletedUser,Show Deleted User,,,
ticketing,Users,GET,/api/v2/groups/{group_id}/users,ListGroupUsers,List Users By Group,,,
ticketing,Users,GET,/api/v2/groups/{group_id}/users/count,CountGroupUsers,Count Users By Group,,,
ticketing,Users,GET,/api/v2/organizations/{organization_id}/users,ListOrganizationUsers,List Organization Users,dual,,
ticketing,Users,GET,/api/v2/organizations/{organization_id}/users/count,CountOrganizationUsers,Count Organization Users,,,
ticketing,Users,GET,/api/v2/users,ListUsers,List Users,dual,,yes
ticketing,Users,POST,/api/v2/users,CreateUser,Create User,,,
ticketing,Users,GET,/api/v2/users/autocomplete,AutocompleteUsers,Autocomplete Users,offset,,yes
ticketing,Users,POST,/api/v2/users/autocomplete,AutocompleteUsersPost,Autocomplete Users by Request Body,offset,,yes
ticketing,Users,GET,/api/v2/users/count,CountUsers,Count Users,,,
ticketing,Users,POST,/api/v2/users/create_many,CreateManyUsers,Create Many Users,,,
ticketing,Users,POST,/api/v2/users/create_or_update,CreateOrUpdateUser,Create Or Update User,,,
ticketing,Users,POST,/api/v2/users/create_or_update_many,CreateOrUpdateManyUsers,Create Or Update Many Users,,,
ticketing,Users,DELETE,/api/v2/users/destroy_many,DestroyManyUsers,Bulk Delete Users,,,
ticketing,Users,POST,/api/v2/users/logout_many,LogoutManyUsers,Logout many users,,,
ticketing,Users,GET,/api/v2/users/me,ShowCurrentUser,Show Self,,,yes
ticketing,Users,GET,/api/v2/users/me/settings,ShowCurrentUserSettings,Show Current User Settings,,,
ticketing,Users,PUT,/api/v2/users/me/settings,UpdateCurrentUserSettings,Update Current User Settings,,,
ticketing,Users,POST,/api/v2/users/request_create,RequestUserCreate,Request User Create,,,
ticketing,Users,GET,/api/v2/users/search,SearchUsers,Search Users,offset,,yes
ticketing,Users,GET,/api/v2/users/show_many,ShowManyUsers,Show Many Users,,,yes
ticketing,Users,PUT,/api/v2/users/update_many,UpdateManyUsers,Update Many Users,,,
ticketing,Users,DELETE,/api/v2/users/{user_id},DeleteUser,Delete User,,,
ticketing,Users,GET,/api/v2/users/{user_id},ShowUser,Show User,,,yes
ticketing,Users,PUT,/api/v2/users/{user_id},UpdateUser,Update User,,,
ticketing,Users,GET,/api/v2/users/{user_id}/compliance_deletion_statuses,ShowUserComplianceDeletionStatuses,Show Compliance Deletion Statuses,,,
ticketing,Users,GET,/api/v2/users/{user_id}/entitlements/full,GetUserEntitlementsFull,Get Full User Entitlements,,,
ticketing,Users,PUT,/api/v2/users/{user_id}/merge,MergeEndUsers,Merge End Users,,,
ticketing,Users,GET,/api/v2/users/{user_id}/related,ShowUserRelated,Show User Related Information,,,
ticketing,Views,GET,/api/v2/views,ListViews,List Views,dual,,
ticketing,Views,POST,/api/v2/views,CreateView,Create View,,,
ticketing,Views,GET,/api/v2/views/active,ListActiveViews,List Active Views,,,
ticketing,Views,GET,/api/v2/views/compact,ListCompactViews,List Views - Compact,,,
ticketing,Views,GET,/api/v2/views/count,CountViews,Count Views,,,
ticketing,Views,GET,/api/v2/views/count_many,GetViewCounts,Count Tickets in Views,,,
ticketing,Views,GET,/api/v2/views/definitions,ListViewDefinitions,List View Filter Definitions,,,
ticketing,Views,DELETE,/api/v2/views/destroy_many,BulkDeleteViews,Bulk Delete Views,,,
ticketing,Views,POST,/api/v2/views/preview,PreviewViews,Preview Views,dual,,yes
ticketing,Views,POST,/api/v2/views/preview/count,PreviewCount,Preview Ticket Count,,,
ticketing,Views,GET,/api/v2/views/search,SearchViews,Search Views,,,yes
ticketing,Views,GET,/api/v2/views/show_many,ListViewsById,List Views By ID,,,
ticketing,Views,PUT,/api/v2/views/update_many,UpdateManyViews,Update Many Views,,,
ticketing,Views,DELETE,/api/v2/views/{view_id},DeleteView,Delete View,,,
ticketing,Views,GET,/api/v2/views/{view_id},ShowView,Show View,,,yes
ticketing,Views,PUT,/api/v2/views/{view_id},UpdateView,Update View,,,
ticketing,Views,GET,/api/v2/views/{view_id}/count,GetViewCount,Count Tickets in View,,,
ticketing,Views,GET,/api/v2/views/{view_id}/execute,ExecuteView,Execute View,dual,,yes
ticketing,Views,GET,/api/v2/views/{view_id}/export,ExportView,Export View,,,
ticketing,Views,GET,/api/v2/views/{view_id}/tickets,ListTicketsFromView,List Tickets From a View,,,
ticketing,Workspaces,GET,/api/v2/workspaces,ListWorkspaces,List Workspaces,,,
ticketing,Workspaces,POST,/api/v2/workspaces,CreateWorkspace,Create Workspace,,,
ticketing,Workspaces,DELETE,/api/v2/workspaces/destroy_many,DestroyManyWorkspaces,Bulk Delete Workspaces,,,
ticketing,Workspaces,PUT,/api/v2/workspaces/reorder,ReorderWorkspaces,Reorder Workspaces,,,
ticketing,Workspaces,DELETE,/api/v2/workspaces/{workspace_id},DeleteWorkspace,Delete Workspace,,,
ticketing,Workspaces,GET,/api/v2/workspaces/{workspace_id},ShowWorkspace,Show Workspace,,,
ticketing,Workspaces,PUT,/api/v2/workspaces/{workspace_id},UpdateWorkspace,Update Workspace,,,
ticketing,X Channel,GET,/api/v2/channels/twitter/monitored_twitter_handles,ListMonitoredTwitterHandles,List Monitored X Handles,,,
ticketing,X Channel,GET,/api/v2/channels/twitter/monitored_twitter_handles/{monitored_twitter_handle_id},ShowMonitoredTwitterHandle,Show Monitored X Handle,,,
ticketing,X Channel,POST,/api/v2/channels/twitter/tickets,CreateTicketFromTweet,Create Ticket from Tweet,,,
ticketing,X Channel,GET,/api/v2/channels/twitter/tickets/{comment_id}/statuses,GettingTwicketStatus,List Ticket statuses,,,
voice,Addresses,GET,/api/v2/channels/voice/addresses,ListAddresses,List Addresses,,,
voice,Addresses,POST,/api/v2/channels/voice/addresses,CreateAddress,Create Address,,,
voice,Addresses,DELETE,/api/v2/channels/voice/addresses/{address_id},DeleteAddressById,Delete Address,,,
voice,Addresses,GET,/api/v2/channels/voice/addresses/{address_id},ShowAddressById,Show Address,,,
voice,Addresses,PUT,/api/v2/channels/voice/addresses/{address_id},UpdateAddressById,Update Address,,,
voice,Availabilities,GET,/api/v2/channels/voice/availabilities/{agent_id},ShowAvailability,Show Availability,,,
voice,Availabilities,PUT,/api/v2/channels/voice/availabilities/{agent_id},UpdateAvailability,Update Availability,,,
voice,Call Console,GET,/api/v2/channels/voice/call_console,ShowCallConsole,Show Call Console Information,,,
voice,Callback Requests,POST,/api/v2/channels/voice/callback_requests,CreateCallbackRequest,Create Callback Request,,,
voice,Calls,POST,/api/v2/calls,CreateCall,Create a Call Object,,,
voice,Calls,GET,/api/v2/calls/{call_id},GetCall,Retrieve a Single Call by id,,,
voice,Calls,PATCH,/api/v2/calls/{call_id},UpdateCall,Update a Call,,,
voice,Calls,POST,/api/v2/calls/{call_id}/comments,CreateComment,Creates a Voice Comment on a Ticket,,,
voice,Dashboard,GET,/api/v2/channels/voice/dashboard/account_level_activity,GetAccountLevelActivity,Get Account-level Activity,,,
voice,Dashboard,GET,/api/v2/channels/voice/dashboard/agent_level_activity,GetAgentLevelActivity,Get Agent-level Activity,offset,,
voice,Dashboard,GET,/api/v2/channels/voice/dashboard/queue_level_activity,GetQueueLevelActivity,Get Queue-level Activity,,,
voice,Digital lines,POST,/api/v2/channels/voice/digital_lines,CreateDigitalLine,Create Digital Line,,,
voice,Digital lines,DELETE,/api/v2/channels/voice/digital_lines/{digital_line_id},DeleteDigitalLine,Delete Digital Line,,,
voice,Digital lines,GET,/api/v2/channels/voice/digital_lines/{digital_line_id},ShowDigitalLine,Show Digital Line,,,
voice,Digital lines,PUT,/api/v2/channels/voice/digital_lines/{digital_line_id},UpdateDigitalLine,Update Digital Line,,,
voice,Greetings,GET,/api/v2/channels/voice/greeting_categories,ListGreetingCategories,List Greeting Categories,,,
voice,Greetings,GET,/api/v2/channels/voice/greeting_categories/{greeting_categories_id},ShowGreetingCategory,Show Greeting Category,,,
voice,Greetings,GET,/api/v2/channels/voice/greetings,ListGreetings,List Greetings,,,
voice,Greetings,POST,/api/v2/channels/voice/greetings,CreateGreetings,Create Greeting,,,
voice,Greetings,DELETE,/api/v2/channels/voice/greetings/{greetings_id},DeleteGreeting,Delete Greeting,,,
voice,Greetings,GET,/api/v2/channels/voice/greetings/{greetings_id},ShowGreeting,Show Greeting,,,
voice,Greetings,PUT,/api/v2/channels/voice/greetings/{greetings_id},UpdateGreetings,Update Greeting,,,
voice,Greetings,GET,/api/v2/channels/voice/greetings/{greetings_id}/upload,GetGreetingAudioFile,Get Greeting Audio File,,,
voice,IVR Menus,GET,/api/v2/channels/voice/ivr/{ivr_id}/menus,ListIVRMenus,List IVR Menus,,,
voice,IVR Menus,POST,/api/v2/channels/voice/ivr/{ivr_id}/menus,CreateIVRMenu,Create IVR Menu,,,
voice,IVR Menus,DELETE,/api/v2/channels/voice/ivr/{ivr_id}/menus/{menu_id},DeleteIVRMenu,Delete IVR Menu,,,
voice,IVR Menus,GET,/api/v2/channels/voice/ivr/{ivr_id}/menus/{menu_id},ShowIVRMenu,Show IVR Menu,,,
voice,IVR Menus,PUT,/api/v2/channels/voice/ivr/{ivr_id}/menus/{menu_id},UpdateIVRMenu,Update IVR Menu,,,
voice,IVR Routes,GET,/api/v2/channels/voice/ivr/{ivr_id}/menus/{menu_id}/routes,ListIVRRoutes,List IVR Routes,,,
voice,IVR Routes,POST,/api/v2/channels/voice/ivr/{ivr_id}/menus/{menu_id}/routes,CreateIVRRoute,Create IVR Route,,,
voice,IVR Routes,DELETE,/api/v2/channels/voice/ivr/{ivr_id}/menus/{menu_id}/routes/{route_id},DeleteIVRRoute,Delete IVR Route,,,
voice,IVR Routes,GET,/api/v2/channels/voice/ivr/{ivr_id}/menus/{menu_id}/routes/{route_id},ShowIVRRoute,Show IVR Route,,,
voice,IVR Routes,PUT,/api/v2/channels/voice/ivr/{ivr_id}/menus/{menu_id}/routes/{route_id},UpdateIVRRoute,Update IVR Route,,,
voice,IVRs,GET,/api/v2/channels/voice/ivr,ListIVRs,List IVRs,,,
voice,IVRs,POST,/api/v2/channels/voice/ivr,CreateIVR,Create IVR,,,
voice,IVRs,DELETE,/api/v2/channels/voice/ivr/{ivr_id},DeleteIVRById,Delete IVR,,,
voice,IVRs,GET,/api/v2/channels/voice/ivr/{ivr_id},ShowIVRById,Show IVR,,,
voice,IVRs,PUT,/api/v2/channels/voice/ivr/{ivr_id},UpdateIVRById,Update IVR,,,
voice,Incremental Exports,GET,/api/v2/channels/voice/stats/incremental/calls,GetIncrementalCallsExport,Incremental Calls Export,,,
voice,Incremental Exports,GET,/api/v2/channels/voice/stats/incremental/legs,GetIncrementalCallLegsExport,Incremental Call Legs Export,,,
voice,Lines,GET,/api/v2/channels/voice/lines,ListLines,List Lines,,,
voice,Phone numbers,GET,/api/v2/channels/voice/phone_numbers,ListPhoneNumbers,List Phone Numbers,,,
voice,Phone numbers,POST,/api/v2/channels/voice/phone_numbers,CreatePhoneNumber,Create Phone Number,,,
voice,Phone numbers,GET,/api/v2/channels/voice/phone_numbers/search,SearchAvailablePhoneNumbers,Search for Available Phone Numbers,,,
voice,Phone numbers,DELETE,/api/v2/channels/voice/phone_numbers/{phone_number_id},DeletePhoneNumber,Delete Phone Number,,,
voice,Phone numbers,GET,/api/v2/channels/voice/phone_numbers/{phone_number_id},ShowPhoneNumber,Show Phone Number,,,yes
voice,Phone numbers,PUT,/api/v2/channels/voice/phone_numbers/{phone_number_id},UpdatePhoneNumber,Update Phone Number,,,yes
voice,Recordings,DELETE,/api/v2/channels/voice/calls/{call_id}/recordings,DeleteRecording,Delete Recording,,,
voice,Recordings,DELETE,/api/v2/channels/voice/calls/{call_id}/recordings/{recording_type},DeleteRecordingByType,Delete Recording By Type,,,
voice,Stats,GET,/api/v2/channels/voice/stats/account_overview,ShowAccountOverview,Show Account Overview,,,
voice,Stats,GET,/api/v2/channels/voice/stats/agents_activity,ListAgentsActivity,List Agents Activity,,,
voice,Stats,GET,/api/v2/channels/voice/stats/agents_overview,ShowAgentsOverview,Show Agents Overview,,,
voice,Stats,GET,/api/v2/channels/voice/stats/current_queue_activity,ShowCurrentQueueActivity,Show Current Queue Activity,,,
voice,Voice Settings,GET,/api/v2/channels/voice/settings,ShowVoiceSettings,Show Voice Settings,,,
voice,Voice Settings,PUT,/api/v2/channels/voice/settings,UpdateVoiceSettings,Update Voice Settings,,,
